,idade,tipo_assinatura,plano_pagamento,num_pausas_assinatura,metodo_pagamento,chamados_suporte,horas_semanais,tempo_medio_sessao,taxa_skip_musica,musicas_tocadas_semana,musicas_unicas_semana,num_artistas_favoritos,num_amigos_plataforma,num_playlists_criadas,num_playlists_compartilhadas,notificacoes_clicadas
268,44,familia premium,anual,0,venmo,nenhum,11.77944956,1.147367221,0.67,143,106,5,78,21,5,0
269,74,estudante,anual,1,credito,poucos,15.96334218,0.915843567,0.61,197,110,4,39,17,9,244
270,55,familia premium,anual,2,credito,muito frequente,3.554379549,0.22692542,0.2,45,23,4,49,13,7,2
271,35,familia premium,anual,2,credito,muito frequente,0.01006591,0.170498956,0.88,1,1,1,65,7,2,2
272,79,familia premium,mensal,0,credito,muito frequente,4.378404465,0.166906254,0.3,62,40,6,27,10,10,0
273,21,estudante,anual,2,venmo,muito frequente,5.537039379,0.75127049,0.43,103,93,5,91,6,2,126
274,18,estudante,anual,0,credito,muitos,22.89606858,1.481421494,0.32,405,232,9,84,19,19,123
275,68,familia premium,anual,0,debito,nenhum,25.22878138,0.046505188,0.73,434,235,9,48,9,5,0
276,28,premium,anual,2,credito,poucos,24.02780995,2.601454616,0.91,427,216,7,98,8,2,132
277,33,familia premium,anual,2,venmo,muito frequente,0.50991069,0.297651142,0.1,7,4,1,81,9,3,0
278,55,basico,mensal,0,credito,alguns,28.41256861,4.301627376,0.17,365,195,9,63,15,15,74
279,35,basico,mensal,1,debito,poucos,20.91972934,2.34702925,0.57,323,181,5,81,13,7,67
280,46,familia premium,mensal,2,debito,alguns,28.13021526,2.674733401,0.43,562,438,4,49,11,11,2
281,60,premium,anual,2,debito,nenhum,22.22690746,0.79368429,0.04,434,236,4,63,19,6,62
282,85,basico,anual,2,credito,alguns,21.03183401,2.940120464,0.32,414,273,7,19,10,5,18
283,71,premium,anual,2,credito,nenhum,10.63427625,0.919564875,0.32,198,152,6,39,15,8,102
284,69,familia premium,anual,0,credito,muito frequente,6.77639995,1.29552689,0.23,98,88,5,40,9,3,0
285,69,basico,anual,2,credito,nenhum,16.27236765,0.581884982,0.25,206,183,3,42,12,12,138
286,55,familia premium,mensal,2,debito,muitos,30.84915124,1.731015867,0.24,381,354,7,76,11,4,0
287,73,basico,mensal,1,venmo,nenhum,20.93522265,0.874853385,0.37,268,180,8,38,9,5,24
288,46,basico,anual,1,venmo,muito frequente,5.419962124,1.202840576,0.63,68,47,6,77,14,5,80
289,30,premium,anual,2,debito,alguns,11.6731227,0.968658077,0.97,178,94,3,100,14,14,345
290,84,estudante,anual,0,venmo,muitos,23.88928185,0.987669149,0.18,317,265,6,34,11,6,138
291,74,basico,mensal,1,credito,muitos,17.42428148,0.767904173,0.24,216,120,4,35,11,11,64
292,32,premium,mensal,0,credito,alguns,6.364711826,0.850873251,0.66,97,52,7,84,14,5,37
293,55,basico,mensal,2,debito,nenhum,15.34116748,0.885333585,0.66,227,154,3,69,15,5,57
294,75,familia premium,anual,2,credito,poucos,16.11305148,0.075475185,0.11,271,207,7,50,15,15,0
295,33,basico,anual,0,credito,poucos,25.84700991,3.187805752,0.46,358,228,9,79,21,11,151
296,39,familia premium,anual,2,credito,muito frequente,28.24065085,0.001319402,0.44,361,213,4,75,15,15,2
297,21,estudante,mensal,0,debito,poucos,21.74417431,3.263090295,0.03,413,270,9,95,3,1,86
298,37,basico,mensal,0,venmo,muito frequente,15.46916587,1.302810051,0.13,225,139,8,68,11,11,117
299,80,familia premium,anual,1,debito,alguns,13.88847595,0.041931216,0.04,272,165,5,43,9,9,0
300,49,premium,anual,1,debito,nenhum,29.89432022,3.370477281,0.26,382,224,8,82,21,11,307
301,75,basico,anual,1,credito,muito frequente,1.042132637,0.780742422,0.25,20,19,4,43,12,12,233
302,46,familia premium,anual,2,debito,alguns,14.04203506,0.896229214,0.03,279,252,4,52,13,4,0
303,34,familia premium,anual,0,debito,muitos,20.52294135,1.176120457,0.32,346,254,9,81,7,2,2
304,45,basico,mensal,2,debito,muitos,1.369296508,0.937213778,0.23,18,9,3,64,14,14,147
305,47,premium,mensal,0,debito,nenhum,29.1783953,4.517557113,0.0,413,219,6,69,20,20,143
306,30,familia premium,mensal,2,debito,alguns,8.596387337,1.805792981,0.27,112,68,5,97,6,2,1
307,31,premium,anual,0,debito,alguns,2.030841746,1.130339214,0.32,33,17,4,91,18,18,66
308,76,basico,anual,1,debito,poucos,14.90261863,1.95635418,0.99,242,183,4,29,9,9,15
309,79,familia premium,anual,0,credito,muitos,14.66341288,1.969833411,0.33,220,198,8,41,5,5,2
310,37,familia premium,mensal,0,venmo,nenhum,13.06945376,0.543960669,0.57,254,154,8,89,3,1,2
311,58,basico,mensal,1,credito,poucos,14.0463454,1.509737877,0.72,190,97,4,53,18,6,267
312,62,basico,anual,0,credito,poucos,12.11292557,1.205714898,0.31,232,120,5,42,8,8,152
313,47,premium,anual,0,venmo,poucos,27.03943723,2.904970914,0.64,436,260,6,84,8,4,151
314,56,familia premium,mensal,0,credito,alguns,6.811504965,0.746550823,0.24,131,111,5,68,8,3,2
315,64,basico,anual,0,venmo,muito frequente,14.24877193,1.310148688,0.49,200,111,8,48,6,3,52
316,58,premium,mensal,2,debito,muito frequente,1.806087359,0.563788219,0.43,24,18,3,66,18,6,206
317,27,familia premium,mensal,2,debito,poucos,0.264475599,0.727324238,0.34,3,2,1,91,9,3,0
318,73,basico,anual,0,debito,muitos,7.625521062,0.67597895,0.02,104,77,7,38,19,10,139
319,79,basico,anual,1,credito,muitos,17.56115198,2.512899317,0.6,228,150,4,44,14,5,34
320,31,familia premium,anual,0,debito,muito frequente,1.074109379,0.603009901,0.24,17,11,5,85,13,4,2
321,70,familia premium,mensal,0,credito,nenhum,11.50377631,1.485194767,0.87,191,101,8,60,19,5,2
322,86,basico,anual,0,credito,muitos,20.90677619,1.365128804,0.1,407,294,9,19,8,3,32
323,34,familia premium,anual,2,debito,muito frequente,26.9692094,1.111649258,0.22,523,296,4,74,11,4,2
324,30,familia premium,anual,1,credito,muitos,29.61309244,0.830223636,0.18,366,215,5,102,14,7,1
325,60,estudante,mensal,1,credito,nenhum,5.067127667,1.503568975,0.15,65,41,6,37,15,8,54
326,18,premium,anual,1,venmo,nenhum,4.433118976,0.868386825,0.22,63,47,5,97,18,6,66
327,35,basico,mensal,1,credito,poucos,5.324046962,0.991531494,0.2,70,38,6,85,12,4,118
328,59,premium,anual,2,venmo,muito frequente,24.4360288,2.686725664,0.35,366,305,7,40,11,11,44
329,51,basico,anual,1,credito,poucos,17.48025083,1.416820244,0.78,302,162,8,58,20,7,30
330,67,familia premium,mensal,1,venmo,muito frequente,2.606729735,0.847675,0.62,40,23,5,38,18,9,2
331,84,familia premium,anual,0,debito,poucos,3.741817005,1.073490351,0.04,63,43,6,32,11,11,0
332,38,basico,anual,2,debito,muitos,19.40621613,2.375445392,0.22,237,164,3,75,8,4,35
333,71,premium,anual,0,debito,muito frequente,7.92856841,1.061229412,0.2,150,78,5,34,11,11,37
334,39,familia premium,anual,1,credito,muito frequente,18.19813632,0.512229506,0.49,228,114,4,66,8,2,0
335,79,familia premium,anual,1,debito,muitos,26.46365808,0.075535797,0.39,339,336,5,38,5,2,0
336,59,premium,mensal,0,credito,alguns,0.267070263,0.722209458,0.92,4,4,2,70,8,4,196
337,23,estudante,anual,2,venmo,alguns,24.56162969,2.488434429,0.05,369,191,4,97,11,6,24
338,52,basico,anual,0,credito,poucos,7.893269277,0.619390792,0.42,137,85,8,58,15,8,42
339,72,premium,anual,0,debito,muitos,11.28917906,1.072365594,0.49,145,95,8,50,11,3,92
340,74,basico,anual,2,debito,nenhum,16.09411827,2.523237295,0.07,308,230,4,41,14,4,15
341,45,basico,anual,1,venmo,poucos,3.396473796,0.624243765,0.27,50,36,5,58,8,4,34
342,71,basico,anual,1,debito,poucos,30.19433795,3.964880222,0.17,484,458,5,38,12,12,95
343,75,basico,mensal,1,debito,muito frequente,9.946771874,0.844624423,0.09,131,73,4,41,18,5,127
344,77,basico,anual,1,credito,muitos,0.34495284,0.283652801,0.1,4,2,1,29,12,4,92
345,33,premium,anual,2,debito,nenhum,26.80821226,1.880390295,0.07,381,313,7,85,9,3,190
346,51,basico,anual,1,venmo,muito frequente,29.47530853,1.603804642,0.41,369,196,8,55,8,4,49
347,83,premium,anual,1,debito,poucos,27.01403395,2.717162786,0.26,455,308,8,19,8,4,240
348,85,familia premium,anual,1,venmo,muito frequente,22.93292933,0.16716049,0.02,318,210,8,33,11,6,1
349,79,basico,anual,1,credito,muitos,21.8461119,2.831404234,0.96,339,215,8,48,15,4,117
350,24,estudante,mensal,1,credito,alguns,20.2427655,2.105460687,0.27,267,261,8,108,9,2,88
351,45,familia premium,mensal,2,debito,poucos,17.25158203,1.857561962,0.13,213,129,6,71,17,17,1
352,34,premium,anual,0,debito,alguns,8.000386821,1.243617956,0.07,109,84,7,71,21,21,66
353,49,familia premium,anual,0,debito,poucos,3.863459557,0.275504007,0.96,71,49,4,74,11,3,1
354,39,premium,mensal,1,debito,nenhum,5.902937476,0.58434933,0.22,81,57,6,71,15,8,69
355,75,basico,anual,2,debito,muito frequente,8.463538073,1.903010988,0.64,110,62,3,25,8,3,75
356,62,basico,anual,2,venmo,poucos,14.31717431,1.762022697,0.72,178,177,6,60,10,10,95
357,45,familia premium,mensal,2,credito,poucos,15.1994897,1.16030826,0.61,216,152,6,54,7,2,1
358,78,familia premium,mensal,1,credito,poucos,30.58566916,4.158408176,0.3,440,240,5,23,18,18,0
359,84,familia premium,anual,1,venmo,muitos,5.247968943,1.538003868,0.34,87,46,6,41,7,4,1
360,39,basico,anual,2,debito,muitos,12.48026328,0.842418913,0.36,175,89,6,81,13,7,66
361,55,basico,anual,2,credito,nenhum,4.901656478,0.919236599,0.26,61,32,2,64,9,9,116
362,37,familia premium,mensal,1,credito,nenhum,19.82611988,2.146306716,0.85,260,182,5,87,9,5,2
363,24,estudante,anual,1,debito,muitos,25.25056098,0.447325308,0.04,365,362,8,80,17,6,76
364,42,familia premium,mensal,2,debito,poucos,30.34022813,4.472425132,0.98,403,215,7,68,15,8,2
365,53,premium,anual,2,debito,muitos,20.726531,2.07684008,0.49,259,130,4,75,13,3,75
366,67,basico,anual,1,credito,nenhum,24.15497093,1.868970785,0.32,369,328,8,43,12,12,145
367,48,premium,anual,2,venmo,alguns,0.784810471,0.824169736,0.77,10,8,2,59,13,7,69
368,37,familia premium,anual,1,debito,poucos,3.330375162,0.339665142,0.14,45,25,5,75,5,2,1
369,77,premium,anual,1,venmo,muitos,2.90760551,0.603474846,0.54,45,25,3,32,5,5,88
370,31,premium,anual,2,debito,nenhum,24.89792201,1.559025583,0.36,421,277,4,81,10,3,37
371,42,familia premium,anual,2,venmo,poucos,5.932011798,1.114881736,0.8,84,63,3,79,11,6,0
372,65,premium,anual,1,credito,poucos,13.6243022,1.293069824,0.17,203,141,4,52,5,5,29
373,46,familia premium,anual,1,credito,alguns,12.42828563,1.712883805,0.46,160,128,7,73,20,20,2
374,49,familia premium,mensal,0,debito,nenhum,25.73525891,3.405397741,0.93,352,246,6,65,12,3,2
375,39,premium,anual,1,debito,poucos,18.48432392,0.526611803,0.32,331,299,5,63,6,2,152
376,49,familia premium,anual,0,credito,nenhum,19.29766931,0.767870999,0.45,300,265,9,47,10,10,1
377,63,premium,anual,1,venmo,alguns,7.788351554,0.185357224,0.33,105,70,6,32,9,3,48
378,28,premium,anual,2,credito,nenhum,2.822272766,0.437623276,0.19,36,28,2,81,19,5,118
379,57,premium,anual,2,credito,alguns,0.344196926,0.612860927,0.42,4,3,0,49,20,20,69
380,72,estudante,anual,1,credito,poucos,13.91996229,1.289171166,0.37,225,142,4,54,6,6,263
381,67,premium,anual,2,credito,nenhum,18.50217005,1.548470066,0.46,231,136,3,54,21,21,84
382,46,basico,anual,2,credito,muitos,13.52131304,1.005947897,0.87,179,148,6,68,14,4,127
383,85,familia premium,mensal,1,venmo,nenhum,27.24343949,3.698654896,0.05,383,306,5,36,9,5,0
384,22,estudante,anual,1,debito,alguns,12.2520301,1.316804745,0.33,204,105,4,99,15,8,58
385,64,estudante,anual,0,credito,muito frequente,27.81693798,1.077410157,0.03,463,253,9,43,6,2,61
386,69,familia premium,mensal,2,credito,muitos,2.046254794,0.970754747,0.04,29,24,2,45,8,3,2
387,20,basico,anual,2,venmo,alguns,12.89520892,0.773209644,0.12,250,160,6,99,12,3,111
388,53,familia premium,anual,1,credito,muito frequente,6.975177493,1.046443999,0.71,137,101,4,72,9,3,1
389,56,basico,anual,2,venmo,muitos,1.389238931,0.607742749,0.89,25,15,3,47,17,4,22
390,53,basico,anual,2,credito,poucos,11.57016186,1.528884432,0.16,141,90,3,68,12,4,187
391,28,premium,mensal,1,venmo,muito frequente,14.94220463,1.10436328,0.0,211,172,7,93,11,3,127
392,79,familia premium,anual,2,credito,alguns,1.627593984,0.121957601,0.08,21,11,1,25,9,2,2
393,52,estudante,anual,0,venmo,muito frequente,4.908194037,0.545276568,0.19,93,80,7,48,9,3,57
394,83,familia premium,mensal,1,credito,poucos,11.59692707,0.823251611,0.24,153,77,4,30,12,3,1
395,67,familia premium,anual,1,venmo,alguns,27.31434665,0.351639489,0.94,449,244,5,52,20,20,0
396,37,premium,anual,2,venmo,muitos,14.17390063,2.062634598,0.2,184,156,3,76,13,13,162
397,51,familia premium,anual,0,credito,poucos,26.90348826,2.362611768,0.88,377,266,9,56,11,6,1
398,59,basico,anual,0,debito,alguns,29.64767071,3.234553751,0.03,427,215,6,64,17,9,131
399,41,basico,anual,1,credito,muitos,15.85922,2.588818488,0.46,208,180,4,81,18,5,69
400,27,familia premium,anual,1,venmo,muitos,16.88359554,2.156588744,0.18,212,141,7,78,5,1,1
401,71,familia premium,anual,2,credito,nenhum,24.22655345,3.168984222,0.07,370,213,4,49,15,15,2
402,82,basico,anual,1,debito,muitos,17.56267866,1.897857196,0.12,231,124,4,20,6,3,39
403,24,basico,anual,2,credito,muitos,5.358566757,0.885523886,0.52,75,50,2,105,18,18,160
404,58,familia premium,mensal,1,credito,nenhum,8.444179796,1.56835757,0.5,151,100,4,37,15,8,1
405,26,familia premium,anual,1,credito,poucos,8.943189431,1.168463025,0.13,136,119,7,99,11,3,2
406,44,basico,anual,0,credito,alguns,3.969661125,1.012979883,0.8,71,47,7,84,11,3,130
407,57,basico,anual,2,debito,muito frequente,21.29410638,2.81052912,0.13,402,259,4,61,18,6,155
408,51,familia premium,anual,1,credito,nenhum,0.484744583,0.305467443,0.07,7,6,2,74,15,15,1
409,84,familia premium,anual,1,venmo,alguns,17.62590424,2.651306676,0.57,229,120,4,47,14,4,2
410,64,premium,mensal,1,credito,alguns,5.719113698,1.008339967,0.21,96,87,4,54,6,3,50
411,85,familia premium,anual,1,debito,muitos,29.97596627,2.379882842,0.0,467,238,8,21,15,8,2
412,78,familia premium,anual,1,debito,muitos,8.935801199,1.122467322,0.49,141,85,4,37,5,5,1
413,18,basico,mensal,0,credito,alguns,30.28425487,0.22178128,0.14,564,426,6,93,18,6,141
414,76,familia premium,anual,0,debito,muito frequente,28.33756145,3.726337818,0.68,447,389,6,33,9,3,0
415,21,familia premium,anual,1,credito,alguns,11.89700307,1.294719208,0.08,166,138,4,100,12,3,0
416,30,basico,mensal,0,debito,alguns,12.90113472,1.03379933,0.03,230,154,5,93,20,5,176
417,49,familia premium,mensal,0,debito,poucos,2.42146985,0.691300108,0.14,35,18,4,75,20,7,0
418,70,familia premium,anual,0,debito,muito frequente,8.799467723,0.77351901,0.02,138,71,5,57,13,4,2
419,79,familia premium,mensal,0,credito,muitos,28.4262966,1.738088683,0.21,345,178,9,32,9,5,2
420,30,premium,anual,0,credito,muitos,20.9674632,2.015429165,0.03,379,309,9,68,11,3,26
421,73,basico,anual,2,venmo,poucos,12.95563466,1.143478215,0.35,245,153,4,33,16,8,25
422,83,premium,anual,2,credito,muito frequente,2.168588725,0.129452543,0.07,27,18,1,35,9,2,256
423,38,familia premium,anual,1,venmo,muito frequente,12.20509729,2.457736885,0.46,172,167,7,71,11,11,2
424,67,familia premium,anual,0,debito,muito frequente,25.12768293,1.705692481,0.44,404,230,9,46,21,21,1
425,29,premium,anual,2,venmo,muito frequente,12.99372151,1.313621786,0.6,192,105,3,96,12,6,57
426,30,familia premium,mensal,0,venmo,muito frequente,13.90955508,0.998822111,0.39,215,202,5,80,15,8,1
427,76,familia premium,mensal,0,credito,muitos,0.858508583,0.727985672,0.23,16,8,3,50,19,5,1
428,68,premium,mensal,0,venmo,nenhum,11.74348168,0.697272305,0.62,212,169,8,59,5,2,308
429,67,familia premium,anual,2,venmo,poucos,30.69674455,4.987320948,0.26,401,210,7,46,21,21,0
430,18,premium,anual,2,credito,poucos,20.92046182,1.456072521,0.28,255,158,6,88,7,7,69
431,23,familia premium,anual,0,credito,muitos,3.88618516,1.174669927,0.25,58,32,6,110,11,6,1
432,40,basico,anual,0,credito,nenhum,27.22310059,2.6111135,0.45,397,201,6,88,16,4,96
433,74,premium,anual,2,debito,nenhum,8.724321841,0.946334007,0.14,153,98,6,31,10,10,27
434,60,familia premium,anual,2,venmo,muitos,2.58724775,0.651211804,0.47,38,27,2,51,13,4,2
435,75,familia premium,anual,2,credito,poucos,29.845329,2.428330033,0.36,588,349,8,39,10,5,1
436,41,familia premium,mensal,2,credito,muito frequente,9.340026554,0.09560167,0.09,153,146,6,79,15,15,2
437,26,premium,anual,0,credito,muitos,3.996925219,0.366398478,0.39,48,43,6,87,5,3,43
438,31,premium,anual,1,credito,alguns,30.41064583,1.590844649,0.39,420,322,5,78,12,4,145
439,26,familia premium,anual,1,credito,poucos,10.18926358,0.429969185,0.41,203,169,4,98,14,4,1
440,54,basico,mensal,0,credito,alguns,20.36839565,2.979729411,0.71,387,201,6,61,19,6,85
441,59,familia premium,mensal,0,credito,nenhum,22.76409964,3.073234407,0.15,371,190,6,69,8,4,2
442,74,familia premium,mensal,1,credito,poucos,9.006485334,1.240781671,0.62,118,111,4,32,6,2,1
443,34,premium,anual,0,credito,nenhum,2.374868217,0.892453582,0.02,31,25,5,83,8,4,71
444,53,premium,anual,1,debito,alguns,12.46088965,1.719659814,0.3,203,140,7,57,12,4,70
445,55,familia premium,mensal,2,debito,muito frequente,1.216932681,0.486434032,0.03,19,15,3,64,10,5,2
446,76,familia premium,mensal,2,venmo,poucos,24.53012767,3.404454058,0.28,370,267,7,30,11,4,2
447,38,premium,mensal,0,venmo,muitos,10.10215354,1.613420791,0.38,140,98,5,77,10,3,86
448,39,familia premium,anual,0,credito,muito frequente,16.94490607,1.344125591,0.89,311,158,6,66,19,10,2
449,22,premium,anual,0,debito,poucos,20.13305609,1.865119034,0.03,396,330,9,90,19,19,225
450,80,basico,mensal,1,venmo,poucos,3.82581635,1.367738496,0.55,47,30,3,37,10,10,37
451,82,familia premium,anual,2,credito,alguns,8.799259111,1.381010105,0.02,150,96,3,35,19,6,2
452,38,familia premium,anual,2,credito,muito frequente,8.462783741,1.071972301,0.18,105,59,3,66,13,3,2
453,43,basico,anual,1,credito,muitos,24.29246008,0.202446367,0.17,448,426,8,72,9,5,201
454,63,familia premium,anual,2,debito,muito frequente,14.85172307,1.855140603,0.11,268,234,7,38,10,3,2
455,82,basico,anual,1,credito,muito frequente,19.7161548,2.814343133,0.02,253,165,7,22,15,15,33
456,56,familia premium,anual,0,venmo,nenhum,25.13186454,3.782495617,0.75,487,245,9,49,11,3,0
457,33,premium,anual,1,debito,muitos,20.65240206,0.379723768,0.36,411,288,8,78,8,4,97
458,62,premium,anual,2,credito,poucos,5.181470692,0.825776092,0.03,94,71,5,48,10,5,24
459,81,familia premium,anual,0,credito,muito frequente,4.240327139,0.866529118,0.85,61,56,4,31,8,2,1
460,55,familia premium,anual,2,debito,muito frequente,6.150172931,0.347345854,0.22,77,42,2,56,10,3,1
461,30,premium,mensal,1,credito,nenhum,14.51969065,1.532415121,0.57,228,210,7,68,3,3,18
462,78,familia premium,anual,1,credito,muito frequente,13.63291454,0.909840324,0.29,193,134,7,38,12,3,1
463,49,familia premium,anual,1,credito,muitos,0.297731508,0.19495244,0.51,5,5,1,77,11,11,0
464,30,premium,anual,0,venmo,muito frequente,7.523494394,1.317154727,0.19,147,87,5,88,14,7,56
465,35,premium,anual,1,debito,muitos,26.20862667,2.137453779,0.86,498,251,5,86,9,3,89
466,40,basico,anual,1,credito,muito frequente,22.32496338,1.679062251,0.14,298,226,8,90,8,4,78
467,63,basico,mensal,2,debito,muitos,20.95229193,3.655527422,0.1,284,172,4,63,5,5,148
468,84,basico,mensal,0,credito,muitos,23.83963409,1.404852985,0.16,369,222,9,26,4,1,55
469,54,basico,mensal,0,credito,poucos,2.92288191,0.461049349,0.08,58,30,4,55,11,3,180
470,29,familia premium,anual,0,credito,poucos,24.71322093,3.739217293,0.12,330,267,9,75,13,3,0
471,45,basico,anual,2,debito,alguns,15.56722934,1.029297922,0.16,192,121,6,56,10,3,45
472,70,familia premium,anual,0,credito,alguns,6.265636845,0.332240025,0.07,109,82,5,25,8,4,1
473,46,familia premium,anual,2,debito,poucos,27.84959723,1.101533225,0.33,442,345,4,81,6,6,0
474,46,familia premium,mensal,2,credito,muito frequente,7.405229675,1.006652399,0.07,92,70,3,50,4,4,1
475,45,familia premium,mensal,2,debito,muitos,22.14149979,2.241832063,0.18,319,262,7,62,14,14,2
476,32,estudante,mensal,2,debito,muitos,4.193749854,1.143505428,0.32,73,68,5,96,10,3,76
477,45,familia premium,anual,1,debito,alguns,20.70398118,2.505364927,0.69,262,245,5,83,7,4,2
478,62,basico,mensal,1,debito,nenhum,5.806097915,1.140682374,0.75,93,75,6,57,13,7,266
479,46,familia premium,anual,2,credito,muito frequente,2.684623754,0.567912675,0.56,38,23,2,55,9,9,2
480,66,basico,mensal,1,credito,muito frequente,20.2119094,1.902333361,0.01,276,160,5,41,10,5,64
481,80,premium,mensal,2,credito,muitos,28.21269028,1.572714176,0.47,349,180,4,25,18,18,55
482,42,familia premium,anual,0,debito,muito frequente,11.89529124,0.154357199,0.14,167,149,8,70,14,5,1
483,49,familia premium,mensal,2,debito,muito frequente,5.74318772,0.629311779,0.01,95,77,3,58,11,11,1
484,78,premium,mensal,2,venmo,muito frequente,23.32453256,0.937160463,0.47,425,217,4,23,8,4,33
485,75,familia premium,anual,1,debito,nenhum,19.27427234,2.003947882,0.33,352,210,8,31,4,4,2
486,42,familia premium,mensal,0,credito,alguns,19.68536998,1.439491211,0.29,271,161,9,72,11,3,0
487,29,premium,anual,2,debito,poucos,22.44229955,1.1086847,0.59,403,254,7,87,9,2,73
488,41,premium,mensal,1,debito,muito frequente,4.599395572,0.700445413,0.06,60,58,3,82,9,5,50
489,83,familia premium,anual,2,debito,alguns,2.784953981,0.828264668,0.45,34,25,2,34,11,3,1
490,29,premium,anual,0,debito,alguns,3.163453621,0.382758779,0.71,47,32,6,84,10,5,56
491,71,familia premium,anual,1,debito,muitos,29.65527853,0.860685581,0.72,382,268,5,46,8,2,2
